Tanggal,Tweet,Sentimen,Aspek_Bisnis
2026-05-20,Aplikasi mudah di pahami gampang dan lancar buat transaksi wajib kalian coba sihh gak bkln nyesell pke Klo menurut kuu rekomendasi bangett terimakasih,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,keren,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi pegadaian ini sangat aman untuk kalian yang ingin. pegadaian yang mudah dan cepat,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,"pertama kali coba, cuma pas daftar gak bisa verifikasi email",Positif,Fitur Produk / Transaksi
2026-05-20,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-20,Ini apl bgmna sih kak ada yg bisa bantu? tadi sy lupa id pas disuruh ksih msuk nik eh malah ada balasan nik sdah terpakai. ada cara lain kh?,Negatif,Customer Service / Pelayanan
2026-05-20,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-20,"ANEH, SAYA MAU AMBIL CETAK FISIK MAS, UDAH NUNGGU LAMA PROSESNYA GILIRAN PENGAMBILAN ADA SYARAT HARUS MEMBAWA BUKU FISIK, SEDANGKAN TEMPAT PENGAMBILAN JAUH DARI LOKASI WAKTU SAYA BIKIN TABUNGAN, TERUS KALO KELAMAAN NGGA DI AMBIL ADA DENDA, KENAPA DARI AWAL GA DIKASIH TAU KALO NGAMBIL FISIK ITU HARUS PAKE TABUNGAN!!! KECEWA SAYA CETAK BAYAR TAPI KENAPA REGULASINYA RIBET!! TELPON CALL CENTER UDAH ISI PULSA BANYAK NUNGGU NYA LAMA SAMPE PULSA HABIS. ANEEEH!!",Negatif,Harga Emas & Gadai
2026-05-20,ko gabisa masuk ya? mode pengembang terdeteksi mulu?,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,good 👍👍,Positif,Fitur Produk / Transaksi
2026-05-20,keren,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi nya sangat membantu,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,mantap aplikasinya rekomen banget,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,"penjualan/pencairannya susah, cuma ada BRI, BNI, BTN sama mandiri",Negatif,Harga Emas & Gadai
2026-05-20,sangat recomendasi,Positif,Fitur Produk / Transaksi
2026-05-20,mantap,Positif,Fitur Produk / Transaksi
2026-05-20,"apknya bagus sih membantu berbagai investasi emas,hanya sering bug",Positif,Aplikasi Digital (Bug/UI)
2026-05-20,aplikasi mudah,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,"akan lebih baik dan laku kalau tidak ada biaya admin untuk beli emas nya, coba bayangin tiap hari ada niat beli emas kecil²an malah abis sama biaya top up, lebih baik saya pakai indogold gak ada biaya apapun, bye",Negatif,Biaya & Administrasi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-20,"mau jual atau gadai emas tidak bisa karna rekening yang di masukan tidak bisa, padahal jelas jelas rekeninh sesuai dan nama sudah sama dengan aplikasi, bagaimana kalo sudah begini penyelesain ny?",Negatif,Aplikasi Digital (Bug/UI)
2026-05-20,mantap,Positif,Fitur Produk / Transaksi
2026-05-20,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-20,oke,Positif,Fitur Produk / Transaksi
2026-05-20,"isi rekening & Narik Uang lama, custumer care lambat, tidak ada solusi.",Negatif,Customer Service / Pelayanan
2026-05-20,tidak bisa login gangguan terus,Negatif,Aplikasi Digital (Bug/UI)
2026-05-20,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-20,its good,Positif,Fitur Produk / Transaksi
2026-05-20,Kenapa saya tidak bisa menambahkan rekening penerima BCA ?,Negatif,Fitur Produk / Transaksi
2026-05-20,kenapa masukkin rekening engga bisa terus??? masa tidak sama nomornya? aplikasinya keknya susah ngebaca ya pdhal dari awal buat juga rekening yg sama! ! sebel,Negatif,Aplikasi Digital (Bug/UI)
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,plis bintang 5,Positif,Fitur Produk / Transaksi
2026-05-20,sangat membantu sekali. trimakasih Tring,Positif,Customer Service / Pelayanan
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasinya sangat ramah dan baik,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi nya sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,sangat membantu untuk tabungan emas dan bisa tahu nilai naik turun emas,Positif,Harga Emas & Gadai
2026-05-20,bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,good,Positif,Fitur Produk / Transaksi
2026-05-20,"pencairan jual emas digital lama banget di status aplikasinya berhasil di cek di rekening belum cair, orang lg butuh duit makanya jual emas eh malah lama proses cairnya, sama aja boong jual emas tp duitnya lama cair.",Negatif,Aplikasi Digital (Bug/UI)
2026-05-20,kagak bisa tambah rekening,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi nya wow....,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,"Kendala saya saat menjual emas, Asset emasnya berkurang uang blm masuk kerekening saya, Tp hasil jwban CS pegadaian tidak membuat saya puas.",Negatif,Aplikasi Digital (Bug/UI)
2026-05-20,membantu,Positif,Customer Service / Pelayanan
2026-05-20,"Aplikasi parah, mau jual tabungan emas saja dari tadi tidak bisa. Internal server error. parah bgt sistemnya.",Negatif,Aplikasi Digital (Bug/UI)
2026-05-20,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-20,ok banget,Positif,Fitur Produk / Transaksi
2026-05-20,keren ini,Positif,Fitur Produk / Transaksi
2026-05-20,"sudah sangat membantu, tp msh byk fasilitas yg blm terbuka. jd sepertinya blm maksimal.",Positif,Aplikasi Digital (Bug/UI)
2026-05-20,aplikasinya keren berguna banget buat kegunaan pribadi saya,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,mantap,Positif,Fitur Produk / Transaksi
2026-05-20,sangat baik,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi nya bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,Saya sangat puas dengan kecepatan dan keamanan transaksi di aplikasi ini.,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,good,Positif,Fitur Produk / Transaksi
2026-05-20,ok,Positif,Fitur Produk / Transaksi
2026-05-20,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-20,bagus,Positif,Fitur Produk / Transaksi
2026-05-20,mantapp,Positif,Fitur Produk / Transaksi
2026-05-20,aplikasi yang sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-20,nice,Positif,Fitur Produk / Transaksi
2026-05-20,agak sedikit komplek sih Ama Bca sebelumnya tapi apk bagus sangat membantu,Positif,Customer Service / Pelayanan
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-19,goood,Positif,Fitur Produk / Transaksi
2026-05-19,keren dan serbaguna,Positif,Fitur Produk / Transaksi
2026-05-19,mantap,Positif,Fitur Produk / Transaksi
2026-05-19,keren,Positif,Fitur Produk / Transaksi
2026-05-19,good jobb,Positif,Fitur Produk / Transaksi
2026-05-19,aplikasi nya rekomendasi bintang lima bintang lima bintang lima,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,nice,Positif,Fitur Produk / Transaksi
2026-05-19,ini apk keren banget,Positif,Fitur Produk / Transaksi
2026-05-19,belum coba mudhn bagus,Positif,Fitur Produk / Transaksi
2026-05-19,sangat bagus aplikasinya mudah dipahami,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,mantap,Positif,Fitur Produk / Transaksi
2026-05-19,"tidak bisa di buka, udah coba berkali² keterangannya mode pengembangan terus",Negatif,Aplikasi Digital (Bug/UI)
2026-05-19,Ok,Positif,Fitur Produk / Transaksi
2026-05-19,lumayan bagus,Positif,Fitur Produk / Transaksi
2026-05-19,"bagus, dan cepat",Positif,Fitur Produk / Transaksi
2026-05-19,baguss cepat juga,Positif,Fitur Produk / Transaksi
2026-05-19,bagus banget,Positif,Fitur Produk / Transaksi
2026-05-19,Bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-19,keren,Positif,Fitur Produk / Transaksi
2026-05-19,"ini gimana ya aplikasi , saya melakukan transaksi jual emas seharga 200.000 kok belum masuk ke rekening saya (bni) padahal status penjualan sudah berhasil ?",Negatif,Aplikasi Digital (Bug/UI)
2026-05-19,sangat membantu di saat terdesak tidak ada yang bantu,Positif,Customer Service / Pelayanan
2026-05-19,ok,Positif,Fitur Produk / Transaksi
2026-05-19,fiturnya lengkap bagus,Positif,Fitur Produk / Transaksi
2026-05-19,good,Positif,Fitur Produk / Transaksi
2026-05-19,aplikasi terbaik dan terpercaya,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,aplikasinya lumayan bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,aplikasi bagus banget,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,"gak bisa nambah rekening padahal rekening sudah benar, kalau sistem masih jelek gausah bikin aplikasi",Negatif,Aplikasi Digital (Bug/UI)
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-19,👍👍👍👍👍,Positif,Fitur Produk / Transaksi
2026-05-19,"aplikasi terbaik yang saya gunakan, top banget buat apk tring By pegadaian",Positif,Aplikasi Digital (Bug/UI)
2026-05-19,nabung emas lebih mudah,Positif,Harga Emas & Gadai
2026-05-19,mohon diberikan petunjuk selanjutnya,Positif,Fitur Produk / Transaksi
2026-05-19,aplikasi yg sangat berguna,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,aplikasi ini bagus banget buruan download dahh dripada nyesel,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,bagus sayang bgt menunggunya lama bgt.....tolong di sat setin dikit lah...,Positif,Fitur Produk / Transaksi
2026-05-19,jangan mau download . sales nya penipu,Negatif,Customer Service / Pelayanan
2026-05-19,"apk bagus, sesuai",Positif,Fitur Produk / Transaksi
2026-05-19,"mudah digunakan ,mantap",Positif,Fitur Produk / Transaksi
2026-05-19,aplikasi yang sangat berguna,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,applikasi sip,Positif,Fitur Produk / Transaksi
2026-05-19,aplikasi ngga bagus. ngga bisa bayar cicilan lebih cepat.,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-19,"ribet eui mau pembayaran saja upgrade data mulu, jadi kebanyakan aplikasi. lebih aman datang langsung ke kantor dan bayar menurut saya. jadi double kerjaan ini mah. saya hapus aplikasi sebab konfirmasinya ribet padahal sudah ada KTP chip.",Negatif,Aplikasi Digital (Bug/UI)
2026-05-19,sangat memuaskan,Positif,Fitur Produk / Transaksi
2026-05-19,Mantap Okkeh....,Positif,Fitur Produk / Transaksi
2026-05-19,bagus bgt,Positif,Fitur Produk / Transaksi
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-19,mantap,Positif,Fitur Produk / Transaksi
2026-05-19,mantap,Positif,Fitur Produk / Transaksi
2026-05-19,apk nya baguss sekali,Positif,Fitur Produk / Transaksi
2026-05-19,mantap,Positif,Fitur Produk / Transaksi
2026-05-19,aplikasi the best,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-19,mantap,Positif,Fitur Produk / Transaksi
2026-05-19,Kerennn,Positif,Fitur Produk / Transaksi
2026-05-19,"investasi emas digital paling aman dan terpercaya, pegadaian terus berinovasi di tengah persaingan digital ini, keren pegadaian, sukses selalu",Positif,Harga Emas & Gadai
2026-05-19,apk sangat bagus ayo buruan download,Positif,Fitur Produk / Transaksi
2026-05-19,aplikasi sangat baguss,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,Mantap banget aplikasinya,Positif,Aplikasi Digital (Bug/UI)
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-19,app bagus sangat membantu,Positif,Customer Service / Pelayanan
2026-05-19,apknya bagus,Positif,Fitur Produk / Transaksi
2026-05-19,bagus,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasi sangat bagus untuk gadai barang sangat aman,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,Tambahin bank digital dong masa ga ada sama sekali bank digital gimana anak muda yg lainnya mau inves emas ditring kalau pencairanya ga ada bank digital,Negatif,Harga Emas & Gadai
2026-05-18,"tolong dong minn, tambahin fitur bank bank lainnya untuk pembayaran nya dan pencairan nya",Positif,Fitur Produk / Transaksi
2026-05-18,nice,Positif,Fitur Produk / Transaksi
2026-05-18,memuaskan,Positif,Fitur Produk / Transaksi
2026-05-18,kerenn banget apk nyaaa,Positif,Fitur Produk / Transaksi
2026-05-18,keren,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasinya sangat simple dan gak butuh ruang banyak. sangat membantu nasabah banget,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,keren,Positif,Fitur Produk / Transaksi
2026-05-18,Apakah aplikasi Tring masih gangguan saat ini? Cuma yg muncul CIF akun satu saja. padahal CIF akun saya ada 3,Negatif,Aplikasi Digital (Bug/UI)
2026-05-18,good,Positif,Fitur Produk / Transaksi
2026-05-18,gmnyasangat bagus bgt,Positif,Fitur Produk / Transaksi
2026-05-18,sangat bagus bngt,Positif,Fitur Produk / Transaksi
2026-05-18,"akhir2 ini selalu gagal investasi emas lewat virtual account, tolong diperbaiki",Negatif,Harga Emas & Gadai
2026-05-18,aplikasikanya bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,bagus,Positif,Fitur Produk / Transaksi
2026-05-18,gampang make nya,Positif,Fitur Produk / Transaksi
2026-05-18,mantap banget,Positif,Fitur Produk / Transaksi
2026-05-18,baguss banget lebih mudah juga,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasi tring! Pengadaian sangat bagus bagi saya,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,"Tambahin pembayaran via Qris biar biaya admin pembelian bisa lebih murah, masa kalah ma apk sebelah.",Positif,Biaya & Administrasi
2026-05-18,mantap,Positif,Fitur Produk / Transaksi
2026-05-18,baik,Positif,Fitur Produk / Transaksi
2026-05-18,cukup bagus,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasi nya berguna sekali,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,bagus,Positif,Fitur Produk / Transaksi
2026-05-18,sangat mudah dan cepat luar biasa,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasi tring khususnya pegadaian syariah tidak bisa tambah limit pinjaman.padahal tambahan limit pinjaman tersedia di aplikasi. kenapa mengalami penurunan?,Negatif,Aplikasi Digital (Bug/UI)
2026-05-18,mantap mantap,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasi sangat bagus tingkatkan lagi,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,ok good,Positif,Fitur Produk / Transaksi
2026-05-18,"segera di perbaiki , selalu muncul tulisan internal server error, saya jadi tidak bisa akses akun saya",Negatif,Aplikasi Digital (Bug/UI)
2026-05-18,aplikasi yang mudah digunakan,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,good,Positif,Fitur Produk / Transaksi
2026-05-18,baguss,Positif,Fitur Produk / Transaksi
2026-05-18,apk cukup bagus,Positif,Fitur Produk / Transaksi
2026-05-18,mantap,Positif,Fitur Produk / Transaksi
2026-05-18,lemooot,Positif,Fitur Produk / Transaksi
2026-05-18,keren,Positif,Fitur Produk / Transaksi
2026-05-18,keren,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasi bagus dan mudah dimengerti,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,gak jelas jual gk bisa beli trs bisa ganggu nya tiap hari gak masuk akal,Negatif,Aplikasi Digital (Bug/UI)
2026-05-18,"sumpah ni apk, waktu itu saya pernah telat sekali dan pembayaran pakai apk masih bisa dan di m banking masih bisa. sekarang telat perpanjang padahal di wa nya masih ada ada waktu nya loh tiba tiba ga bisa pembayaran. kesel banget 🥲",Negatif,Fitur Produk / Transaksi
2026-05-18,mantap,Positif,Fitur Produk / Transaksi
2026-05-18,bagus!,Positif,Fitur Produk / Transaksi
2026-05-18,"mau jual emas tapi nomor rekening terbaca 'tidak sesuai' terus, padahal sudah benar, diulang ulang tetap ga bisa. gimana nih min?",Negatif,Harga Emas & Gadai
2026-05-18,bagussss,Positif,Fitur Produk / Transaksi
2026-05-18,bagus,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasinya ngga bisa digunakan... bolak balik suruh verifikasi wajah,Negatif,Aplikasi Digital (Bug/UI)
2026-05-18,"Agak ribet, belum apa apa pakai foto KTP.. maaf mungkin lain kali pakai aplikasi nya ya.",Negatif,Aplikasi Digital (Bug/UI)
2026-05-18,aplikasi sangat membantu sekali,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,bagus banget,Positif,Fitur Produk / Transaksi
2026-05-18,mantap aplikasih nya,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,luar biasa sekali,Positif,Fitur Produk / Transaksi
2026-05-18,sangat membantu nasabah,Positif,Customer Service / Pelayanan
2026-05-18,Nice,Positif,Fitur Produk / Transaksi
2026-05-18,aplikasi tring masih banyak kekurangan. saya pesan emas dengan cicilan melalui aplikasi namun pada saat saya ingin pelunasan tdk diperbolehkan sementara saya ingin melakukan pelunasan dan segera memiliki fisik emas. mohon diperbaiki lagi agar konsumen tidak kecewa.,Negatif,Aplikasi Digital (Bug/UI)
2026-05-18,"pegadaian sekarang ribet, gadai emas pencairan tunai tidak bisa, tf via rekening harus BRI",Negatif,Biaya & Administrasi
2026-05-18,aplikasj yg mudah di gunakan,Positif,Fitur Produk / Transaksi
2026-05-18,lebih mudah,Positif,Fitur Produk / Transaksi
2026-05-18,top,Positif,Fitur Produk / Transaksi
2026-05-18,good,Positif,Fitur Produk / Transaksi
2026-05-18,ok,Positif,Fitur Produk / Transaksi
2026-05-18,Mantap,Positif,Fitur Produk / Transaksi
2026-05-18,keren,Positif,Fitur Produk / Transaksi
2026-05-18,ok,Positif,Fitur Produk / Transaksi
2026-05-18,terbaik,Positif,Fitur Produk / Transaksi
2026-05-18,Bagus,Positif,Fitur Produk / Transaksi
2026-05-18,Kenapa pencairan dana melalui bank bca tidak bisa hanya cuma beberapa bank yang bisa,Negatif,Fitur Produk / Transaksi
2026-05-18,bagus,Positif,Fitur Produk / Transaksi
2026-05-18,trimakasih tringgg,Positif,Fitur Produk / Transaksi
2026-05-18,sreadnya sangat tinggi gak masuk akal. harga gak update,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,bagus ngak ya🤔,Positif,Fitur Produk / Transaksi
2026-05-18,bagis,Positif,Fitur Produk / Transaksi
2026-05-18,tidak buruk,Positif,Fitur Produk / Transaksi
2026-05-18,jos,Positif,Fitur Produk / Transaksi
2026-05-18,kerenn,Positif,Fitur Produk / Transaksi
2026-05-18,mantap,Positif,Fitur Produk / Transaksi
2026-05-18,alfan ramadhani aplikasi mantap,Positif,Aplikasi Digital (Bug/UI)
2026-05-18,bagus banget,Positif,Fitur Produk / Transaksi
2026-05-18,keren!,Positif,Fitur Produk / Transaksi
2026-05-18,mantap,Positif,Fitur Produk / Transaksi
2026-05-18,sangat bagus dan baik,Positif,Fitur Produk / Transaksi
2026-05-18,tidak lebih baik dari aplikasi sebelumnya,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,bagus,Positif,Fitur Produk / Transaksi
2026-05-17,aplikasi yg sangat membantu dalam meningkatkan kinerja,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,Sangar membantu,Positif,Customer Service / Pelayanan
2026-05-17,niceee👍🏻,Positif,Fitur Produk / Transaksi
2026-05-17,Menurut saya dengan menggunakan tring kita dapat menginvestasikan emas dalam harga yang terjangkau,Positif,Harga Emas & Gadai
2026-05-17,jos gandos,Positif,Fitur Produk / Transaksi
2026-05-17,Aplikasi bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,bagus,Positif,Fitur Produk / Transaksi
2026-05-17,semoga lncar terus apknya,Positif,Fitur Produk / Transaksi
2026-05-17,good,Positif,Fitur Produk / Transaksi
2026-05-17,apk sangat bgus buat emas,Positif,Harga Emas & Gadai
2026-05-17,good,Positif,Fitur Produk / Transaksi
2026-05-17,sejauh ini masih bagus banget mudah digunakan,Positif,Fitur Produk / Transaksi
2026-05-17,mantap,Positif,Fitur Produk / Transaksi
2026-05-17,aplikasi nya keren,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,pinjamnya cepet tanpa lelet langsung di acc ccok untuk yang sedang membutuhkan dana,Positif,Fitur Produk / Transaksi
2026-05-17,best,Positif,Fitur Produk / Transaksi
2026-05-17,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-17,bagus banget,Positif,Fitur Produk / Transaksi
2026-05-17,ok,Positif,Fitur Produk / Transaksi
2026-05-17,mantap nih apk,Positif,Fitur Produk / Transaksi
2026-05-17,baik,Positif,Fitur Produk / Transaksi
2026-05-17,bagus,Positif,Fitur Produk / Transaksi
2026-05-17,mantap,Positif,Fitur Produk / Transaksi
2026-05-17,mantap dan mudah acc nya ngak ribet dan gak butuh waktu lama,Positif,Fitur Produk / Transaksi
2026-05-17,Bagus untuk pegadaian,Positif,Harga Emas & Gadai
2026-05-17,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-17,sangat membantu sekali masalah keuangan terutama tabungan emas,Positif,Harga Emas & Gadai
2026-05-17,inovasi baru lagi,Positif,Fitur Produk / Transaksi
2026-05-17,bagus,Positif,Fitur Produk / Transaksi
2026-05-17,bagus banget,Positif,Fitur Produk / Transaksi
2026-05-17,mantap bgt,Positif,Fitur Produk / Transaksi
2026-05-17,Bagus,Positif,Fitur Produk / Transaksi
2026-05-17,lumayan bagus juga ya sukses selalu kawan,Positif,Fitur Produk / Transaksi
2026-05-17,mantap bgt aplikasinya bisa buat nabung emas,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,tring mantap,Positif,Fitur Produk / Transaksi
2026-05-17,aplikasi nya bagus Sanga membantu saya kalau lagi ada keperluan mendadak,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,bagus,Positif,Fitur Produk / Transaksi
2026-05-17,sangat baik,Positif,Fitur Produk / Transaksi
2026-05-17,bagusss,Positif,Fitur Produk / Transaksi
2026-05-17,aplikasi sangat mendukung dan cocok di aku,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,sangat bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-17,oke,Positif,Fitur Produk / Transaksi
2026-05-17,apknya sangat bagus dan berguna,Positif,Fitur Produk / Transaksi
2026-05-17,aplikasi yg sangat bagus,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,ok,Positif,Fitur Produk / Transaksi
2026-05-17,"ini gmna cara login lupa id,soalnya saya udh pakai nik tapi pas pakai gmail malah di persulit, jika ada udh ada solusi,nanti saya kasih reting bintang 5",Negatif,Aplikasi Digital (Bug/UI)
2026-05-17,aplikasi bagus bgtt harus dowload,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,mantap,Positif,Fitur Produk / Transaksi
2026-05-17,sangat lah membantu,Positif,Customer Service / Pelayanan
2026-05-17,bagus,Positif,Fitur Produk / Transaksi
2026-05-17,"Good, simple and convenient, just buy gold digitally and can be sold or even printed",Positif,Fitur Produk / Transaksi
2026-05-17,7 oo,Positif,Fitur Produk / Transaksi
2026-05-17,bagus,Positif,Fitur Produk / Transaksi
2026-05-17,sangat membantu selama adanya aplikasi Tring! by pegadaian ini jdi tdk ribet lgi mau ke kntrnya bila ingin membayar 👍🏻👍🏻👍🏻🥰apalgi ada si kecil yg blom bisa di tinggal kn..,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,"lumayan bagus, tpi masih kebingungan soal tampilan ui dll",Positif,Fitur Produk / Transaksi
2026-05-17,menarik,Positif,Fitur Produk / Transaksi
2026-05-17,"sering ngadat, tdk bisa dibuka",Negatif,Aplikasi Digital (Bug/UI)
2026-05-17,mantap,Positif,Fitur Produk / Transaksi
2026-05-17,BAGUSSS,Positif,Fitur Produk / Transaksi
2026-05-17,bermanfaat,Positif,Fitur Produk / Transaksi
2026-05-17,"agak sebel, tiap kali mau bayar selalu pending. mau ngelanjutin pembayaran juga gak ada petunjuk pembayaran,pencet perbarui halaman juga gak ngaruh,tetep di halaman yang sama. mau ngulangin pembelian lagi tapi voucher gak tersedia/kuota habis.dari 6x mau pembelian cuma 1x yang berhasil.",Negatif,Fitur Produk / Transaksi
2026-05-17,Pembayaran tagihan bulanan jadi lebih mudah dan efisien dengan Tring! by Pegadaian,Positif,Harga Emas & Gadai
2026-05-17,aplikasinya bagusssss,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,harga terbaik dan proses cepat,Positif,Harga Emas & Gadai
2026-05-17,sangat membantu,Positif,Customer Service / Pelayanan
2026-05-17,sangat bermanfaat,Positif,Fitur Produk / Transaksi
2026-05-17,keren apknya,Positif,Fitur Produk / Transaksi
2026-05-17,membantu,Positif,Customer Service / Pelayanan
2026-05-17,sangat menguntungkan,Positif,Fitur Produk / Transaksi
2026-05-17,sangat bagus,Positif,Fitur Produk / Transaksi
2026-05-17,bagus sekali,Positif,Fitur Produk / Transaksi
2026-05-17,mantap,Positif,Fitur Produk / Transaksi
2026-05-17,Saya sangat terkesan dengan kecepatan dan keamanan transaksi yang ditawarkan oleh aplikasi ini,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,"aplikasi yg bagus,,, pendaftaran nya mudah dan bisa di gunakan kapan aja",Positif,Aplikasi Digital (Bug/UI)
2026-05-17,mantappp bagus sekali 👌🏻👌🏻👌🏻 sangat puass,Positif,Fitur Produk / Transaksi
2026-05-17,ok,Positif,Fitur Produk / Transaksi
2026-05-17,Sangat nyaman,Positif,Fitur Produk / Transaksi
2026-05-17,aplikasi sangat bagus dan mudah di gunakan,Positif,Aplikasi Digital (Bug/UI)
2026-05-17,"""Bagus aplikasinya""",Positif,Aplikasi Digital (Bug/UI)
2026-05-17,nice,Positif,Fitur Produk / Transaksi
2026-05-17,sangat baik untuk digunakan,Positif,Fitur Produk / Transaksi
2026-05-17,kelass,Positif,Fitur Produk / Transaksi
2026-05-17,"Suka banget sama aplikasi ini, membantu sekali buat kebutuhan sehari-hari. Sukses terus buat developernya!",Positif,Aplikasi Digital (Bug/UI)
2026-05-17,perfect,Positif,Fitur Produk / Transaksi
2026-05-17,keren,Positif,Fitur Produk / Transaksi
2026-05-17,ok,Positif,Fitur Produk / Transaksi
2026-05-16,baguss,Positif,Fitur Produk / Transaksi
2026-05-16,"sangat bermanfaat, tapi banyak iklan nya",Positif,Fitur Produk / Transaksi
2026-05-16,"aplikasi mudah di gunakan, pengajuan cepat mantap pokonya",Positif,Aplikasi Digital (Bug/UI)
2026-05-16,ULASAN BINTANG LIMA,Positif,Fitur Produk / Transaksi
2026-05-16,aplikasi nya bagus direkomendasikan,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,app penyelesai masalah,Positif,Fitur Produk / Transaksi
2026-05-16,okeee banget,Positif,Fitur Produk / Transaksi
2026-05-16,aplikasi yang bagus dan sangat membantu,Positif,Aplikasi Digital (Bug/UI)
2026-05-16,wow keren,Positif,Fitur Produk / Transaksi
